date,open,high,low,adjClose,value,volume,count,yesterday,close
2001-04-22,1186.0,1186.0,1186.0,1186.0,903000,100,1,1186.0,1186.0
2001-04-24,1186.0,1186.0,1186.0,1186.0,1806000,200,1,1186.0,1186.0
2001-05-21,1195.0,1195.0,1195.0,1195.0,9100000,1000,1,1186.0,1195.0
2001-06-11,1196.0,1196.0,1196.0,1196.0,273180,30,1,1195.0,1196.0
2001-08-06,1208.0,1208.0,1208.0,1208.0,8804400,957,1,1196.0,1208.0
2001-08-20,1269.0,1269.0,1269.0,1269.0,9244620,957,1,1208.0,1269.0
2001-08-21,1269.0,1269.0,1269.0,1269.0,9244620,957,1,1269.0,1269.0
2001-08-25,1332.0,1332.0,1332.0,1332.0,19413702,1914,2,1269.0,1332.0
2001-09-12,1399.0,1399.0,1399.0,1399.0,10202700,958,1,1332.0,1399.0
2001-09-18,1399.0,1399.0,1399.0,1399.0,10193007,957,1,1399.0,1399.0
2001-10-03,1399.0,1399.0,1399.0,1399.0,19301300,1812,5,1399.0,1399.0
2001-10-22,1400.0,1400.0,1400.0,1400.0,10201620,957,1,1399.0,1400.0
2001-10-27,1445.0,1445.0,1445.0,1445.0,10527000,957,1,1400.0,1445.0
2001-11-21,1449.0,1449.0,1449.0,1449.0,10555710,957,1,1445.0,1449.0
2002-02-12,1521.0,1521.0,1521.0,1521.0,22200777,1917,7,1449.0,1521.0
2002-05-18,1597.0,1597.0,1597.0,1597.0,23310720,1917,5,1521.0,1597.0
2002-06-11,1677.0,1677.0,1677.0,1677.0,24476256,1917,7,1597.0,1677.0
2002-08-03,1707.0,1707.0,1707.0,1707.0,23400000,1800,3,1677.0,1707.0
2002-08-14,1793.0,1793.0,1793.0,1793.0,13650000,1000,4,1707.0,1793.0
2002-10-07,1795.0,1795.0,1795.0,1795.0,13666000,1000,2,1793.0,1795.0
2002-10-09,1795.0,1795.0,1795.0,1795.0,13077405,957,3,1795.0,1795.0
2002-11-03,1795.0,1795.0,1795.0,1795.0,52897225,3871,5,1795.0,1795.0
2003-01-01,1799.0,1799.0,1799.0,1799.0,1370000,100,1,1795.0,1799.0
2003-01-14,1801.0,1801.0,1801.0,1801.0,24842520,1812,3,1799.0,1801.0
2003-01-15,1801.0,1801.0,1801.0,1801.0,10132886,739,2,1801.0,1801.0
2003-01-27,1818.0,1818.0,1818.0,1818.0,6324880,457,1,1801.0,1818.0
2003-02-18,1801.0,1801.0,1801.0,1801.0,9185700,670,1,1818.0,1801.0
2003-02-23,1801.0,1801.0,1801.0,1801.0,8747618,638,1,1801.0,1801.0
2003-03-03,1801.0,1801.0,1801.0,1801.0,411300,30,1,1801.0,1801.0
2003-03-09,1801.0,1801.0,1801.0,1801.0,15492300,1130,1,1801.0,1801.0
2003-03-31,1801.0,1801.0,1801.0,1801.0,411300,30,1,1801.0,1801.0
2003-04-15,1801.0,1801.0,1801.0,1801.0,22470690,1639,3,1801.0,1801.0
2003-05-28,1812.0,1812.0,1812.0,1812.0,13800000,1000,1,1801.0,1812.0
2003-05-31,1903.0,1903.0,1903.0,1903.0,1449434700,100030,12,1812.0,1903.0
2003-06-01,1998.0,1998.0,1998.0,1998.0,2206030000,145000,20,1903.0,1998.0
2003-06-02,2098.0,2098.0,2098.0,2098.0,79870000,5000,1,1998.0,2098.0
2003-06-07,2203.0,2203.0,2203.0,2203.0,1685586000,100500,17,2098.0,2203.0
2003-06-08,2313.0,2313.0,2313.0,2313.0,1761000000,100000,16,2203.0,2313.0
2003-06-09,2428.0,2428.0,2428.0,2428.0,92450000,5000,2,2313.0,2428.0
2003-06-14,2550.0,2550.0,2550.0,2550.0,26208900,1350,2,2428.0,2550.0
2003-06-15,2677.0,2677.0,2677.0,2677.0,25113088,1232,3,2550.0,2677.0
2003-06-16,2811.0,2811.0,2811.0,2811.0,34886890,1630,2,2677.0,2811.0
2003-06-17,2951.0,2951.0,1542.0,2951.0,869839960,69080,251,2811.0,2951.0
